userId,partNo
31,10514
31,10175
31,10038
31,10584
31,10429
31,10423
31,10247
31,10791
31,10673
31,10464
31,10659
31,10109
31,10484
31,10358
31,10269
31,10473
31,10603
31,10577
31,10788
31,10246
31,10676
31,10215
31,10313
31,10500
31,10356
31,10021
31,10121
31,10311
31,10553
31,10605
31,10768
31,10419
31,10304
32,10487
32,10294
32,10032
32,10473
32,10384
32,10431
33,10315
33,10382
33,10718
33,10458
33,10014
33,10459
33,10267
33,10761
33,10506
33,10247
33,10189
33,10225
33,10305
33,10458
34,10448
34,10014
34,10431
34,10466
34,10268
34,10759
34,10208
34,10381
34,10434
34,10596
34,10475
34,10073
34,10247
34,10643
34,10255
34,10430
34,10209
34,10440
34,10724
34,10147
34,10006
34,10564
34,10796
34,10340
34,10069
34,10692
34,10636
34,10620
34,10705
34,10010
34,10676
34,10739
34,10662
34,10568
34,10285
34,10623
34,10359
34,10380
36,10166
36,10054
36,10730
36,10289
36,10015
36,10640
36,10553
36,10608
36,10447
36,10609
36,10189
36,10133
36,10185
36,10684
36,10009
36,10021
36,10396
36,10455
36,10296
36,10503
36,10344
36,10452
36,10097
36,10303
36,10295
36,10326
36,10248
37,10334
37,10252
37,10337
37,10282
37,10365
37,10647
37,10387
37,10147
37,10261
37,10416
37,10044
37,10347
37,10238
37,10765
38,10209
38,10253
38,10631
38,10257
38,10550
38,10303
38,10646
38,10293
38,10248
38,10239
38,10676
38,10614
38,10544
38,10054
38,10113
38,10075
38,10229
38,10072
38,10128
38,10519
38,10038
38,10508
38,10285
38,10252
38,10756
38,10028
38,10068
38,10710
38,10630
38,10581
38,10614
38,10144
38,10780
38,10210
39,10091
39,10401
39,10491
39,10553
39,10656
39,10510
39,10336
39,10299
39,10574
39,10360
39,10022
39,10327
39,10585
39,10600
39,10486
39,10723
39,10657
39,10516
39,10643
39,10597
39,10537
39,10390
39,10066
39,10146
39,10640
39,10361
39,10443
39,10431
39,10308
39,10558
39,10268
39,10172
39,10719
39,10781
39,10661
39,10453
39,10474
39,10117
39,10084
39,10679
40,10315
40,10628
40,10139
40,10554
40,10553
40,10574
40,10147
41,10636
41,10196
41,10021
41,10605
41,10638
41,10399
41,10108
41,10460
41,10321
41,10518
41,10010
41,10290
41,10401
41,10314
41,10665
41,10088
41,10432
41,10320
41,10323
41,10067
41,10119
41,10649
41,10319
41,10339
41,10531
41,10067
41,10434
43,10307
43,10002
43,10707
43,10477
43,10571
43,10482
43,10202
43,10296
43,10593
43,10148
43,10402
43,10200
43,10080
43,10535
43,10534
43,10422
43,10619
43,10476
43,10127
43,10067
43,10426
43,10729
43,10120
43,10724
43,10687
43,10384
43,10422
43,10566
43,10104
43,10000
43,10016
43,10779
43,10637
43,10315
43,10638
43,10229
43,10603
43,10169
43,10516
43,10036
43,10486
43,10599
43,10143
43,10208
43,10783
43,10141
45,10036
45,10682
45,10062
45,10027
45,10689
45,10405
45,10056
45,10213
51,10277
51,10734
51,10606
51,10674
51,10032
51,10403
51,10084
51,10363
51,10368
51,10177
51,10756
51,10605
51,10645
55,10235
55,10786
55,10142
55,10640
55,10297
55,10061
55,10092
55,10235
55,10219
55,10382
55,10616
55,10073
55,10537
55,10038
55,10795
55,10587
55,10167
55,10447
55,10289
55,10197
55,10048
55,10783
55,10283
55,10498
55,10385
55,10560
55,10614
55,10536
55,10578
55,10213
55,10033
55,10456
55,10547
55,10048
55,10548
55,10765
55,10405
59,10022
59,10799
59,10710
59,10384
59,10082
59,10326
59,10482
59,10682
59,10197
59,10653
59,10620
59,10626
59,10393
59,10050
59,10233
59,10128
59,10451
59,10776
59,10721
59,10164
59,10405
59,10484
59,10704
63,10346
63,10393
63,10178
63,10334
63,10067
63,10190
63,10007
63,10320
63,10208
63,10073
63,10162
63,10772
63,10169
63,10761
63,10344
63,10225
63,10267
63,10181
63,10412
63,10454
63,10161
63,10076
64,10799
64,10261
64,10799
64,10004
64,10677
64,10719
64,10731
64,10079
64,10220
64,10137
64,10492
64,10487
64,10159
64,10261
64,10763
64,10481
64,10320
64,10315
64,10001
64,10747
64,10342
69,10272
69,10086
69,10309
69,10356
69,10031
69,10287
75,10799
75,10598
75,10073
75,10080
75,10209
75,10724
75,10597
75,10790
75,10087
75,10709
75,10251
75,10519
75,10464
75,10708
75,10785
75,10113
75,10032
75,10706
75,10299
75,10798
75,10655
75,10672
75,10535
75,10604
75,10705
75,10262
75,10243
75,10474
75,10674
75,10756
75,10585
75,10591
75,10121
75,10438
75,10633
75,10421
75,10187
75,10717
75,10694
75,10305
75,10605
75,10723
75,10344
75,10596
75,10464
77,10196
77,10580
77,10535
77,10692
77,10771
77,10653
77,10541
77,10490
77,10441
77,10080
77,10475
77,10772
77,10365
77,10603
77,10769
77,10269
77,10394
77,10590
77,10048
77,10066
77,10408
77,10371
77,10625
77,10171
77,10641
77,10655
77,10410
77,10247
77,10579
77,10731
77,10369
77,10385
77,10696
77,10345
77,10159
77,10555
77,10206
77,10603
77,10441
77,10486
77,10022
77,10012
77,10354
77,10735
77,10048
77,10053
77,10026
77,10499
77,10386
78,10348
78,10072
78,10467
78,10596
78,10458
78,10102
78,10136
78,10063
78,10661
78,10626
78,10742
78,10240
78,10007
79,10043
79,10561
79,10123
79,10590
79,10588
79,10074
79,10675
79,10534
79,10600
79,10443
80,10608
80,10621
82,10320
82,10312
82,10793
82,10488
82,10407
82,10371
82,10576
82,10401
82,10403
82,10003
82,10452
82,10027
82,10464
82,10319
82,10245
82,10278
82,10072
82,10577
85,10265
85,10100
85,10341
85,10444
85,10529
85,10262
85,10226
85,10778
85,10258
85,10115
85,10529
85,10281
85,10406
85,10558
85,10651
85,10065
85,10066
85,10374
85,10737
85,10515
85,10639
88,10092
88,10573
88,10542
88,10392
88,10164
88,10280
88,10524
88,10197
88,10646
88,10503
88,10453
88,10043
88,10327
88,10477
88,10535
88,10745
88,10371
88,10755
88,10503
88,10046
88,10517
88,10365
88,10786
88,10687
88,10060
88,10249
88,10373
88,10735
88,10739
88,10596
88,10495
88,10682
88,10626
89,10388
89,10483
89,10090
89,10759
89,10469
89,10060
89,10443
89,10461
89,10229
89,10737
89,10203
89,10212
89,10702
89,10643
89,10630
89,10452
89,10767
89,10327
89,10052
89,10248
89,10041
89,10434
89,10572
89,10039
89,10622
89,10027
89,10219
89,10395
89,10627
89,10726
89,10403
89,10238
89,10610
89,10439
89,10655
89,10447
89,10591
89,10255
89,10297
89,10051
89,10674
89,10177
89,10252
89,10495
89,10512
90,10792
90,10538
90,10207
90,10660
90,10383
90,10250
90,10037
90,10428
90,10679
90,10304
90,10645
90,10604
90,10256
90,10756
90,10594
90,10129
90,10545
90,10283
90,10374
90,10764
90,10014
90,10601
90,10203
90,10304
90,10363
90,10014
90,10083
90,10770
91,10178
91,10568
91,10680
91,10211
91,10436
91,10214
91,10527
91,10078
91,10539
91,10751
91,10258
91,10243
91,10120
91,10548
91,10518
91,10380
91,10382
91,10339
91,10117
91,10706
91,10316
92,10438
92,10649
92,10221
92,10420
92,10107
92,10187
92,10410
92,10771
92,10608
92,10006
92,10125
92,10270
92,10148
92,10620
92,10094
92,10740
92,10145
92,10446
92,10117
92,10005
92,10185
92,10219
92,10334
92,10469
92,10493
92,10151
92,10081
92,10252
92,10392
92,10508
92,10768
92,10478
92,10681
92,10480
92,10288
92,10449
92,10688
92,10420
92,10547
92,10554
92,10764
92,10475
93,10723
93,10098
93,10707
93,10470
93,10405
93,10296
93,10069
93,10069
93,10357
93,10318
93,10799
93,10790
93,10137
93,10070
93,10501
93,10382
93,10651
94,10451
94,10623
94,10567
94,10612
94,10548
94,10683
94,10241
94,10694
94,10335
94,10020
94,10535
94,10712
94,10723
94,10193
94,10233
94,10726
94,10434
94,10473
94,10647
94,10302
94,10254
94,10584
96,10057
96,10673
96,10657
96,10397
96,10625
96,10283
96,10044
96,10260
96,10205
96,10261
96,10581
96,10173
96,10010
96,10211
96,10174
96,10616
96,10435
96,10643
96,10170
96,10681
96,10747
96,10481
96,10408
96,10357
96,10366
96,10501
96,10688
96,10511
98,10037
98,10622
98,10689
98,10350
98,10089
98,10097
98,10172
98,10469
98,10485
103,10226
103,10358
103,10140
103,10513
103,10590
103,10185
103,10666
103,10382
103,10553
103,10310
103,10011
103,10068
103,10216
103,10319
103,10511
103,10741
103,10747
103,10285
103,10096
103,10184
103,10356
103,10365
103,10504
103,10173
103,10258
104,10461
104,10485
104,10332
104,10178
104,10644
104,10161
104,10217
104,10076
104,10612
104,10296
104,10067
104,10128
104,10581
104,10093
104,10046
104,10075
104,10266
104,10576
104,10460
104,10788
104,10722
104,10510
104,10561
104,10189
104,10562
104,10574
104,10671
104,10166
104,10405
104,10708
104,10675
104,10564
104,10072
104,10463
104,10776
104,10384
104,10597
104,10566
104,10347
104,10243
104,10740
104,10276
104,10727
107,10408
107,10483
107,10197
107,10015
107,10749
107,10031
107,10755
107,10530
107,10187
107,10436
107,10121
107,10685
107,10098
107,10099
107,10324
107,10730
107,10553
107,10620
107,10147
107,10250
107,10746
107,10785
107,10002
107,10035
107,10374
107,10018
107,10574
107,10359
107,10146
107,10664
107,10459
107,10120
107,10082
107,10207
107,10761
107,10060
107,10731
107,10378
107,10334
107,10202
107,10198
107,10562
107,10482
108,10368
108,10742
108,10010
108,10019
108,10078
108,10756
108,10023
108,10473
108,10779
108,10008
108,10494
108,10162
108,10790
108,10727
108,10103
108,10692
108,10062
108,10145
108,10699
108,10777
108,10488
108,10404
109,10046
109,10091
109,10555
109,10019
109,10402
109,10796
109,10633
109,10404
109,10197
109,10434
109,10158
109,10738
109,10216
109,10650
109,10239
109,10511
109,10485
109,10732
109,10763
109,10666
109,10219
109,10630
109,10649
109,10028
109,10626
109,10551
109,10269
109,10336
109,10353
109,10083
109,10139
109,10168
109,10431
109,10284
109,10126
109,10605
109,10629
109,10285
109,10771
109,10688
109,10254
109,10259
109,10260
109,10381
109,10488
109,10623
109,10226
109,10275
109,10697
111,10118
111,10313
111,10399
111,10095
111,10501
111,10279
111,10109
111,10157
111,10396
111,10527
111,10395
111,10264
111,10474
111,10294
111,10007
113,10497
113,10732
113,10601
113,10490
113,10313
113,10561
113,10577
113,10690
113,10533
113,10652
113,10221
113,10385
113,10544
113,10752
113,10112
113,10028
113,10641
116,10112
116,10226
116,10089
116,10431
116,10503
116,10667
120,10479
120,10525
120,10266
120,10594
120,10519
120,10667
120,10724
120,10600
120,10236
120,10321
120,10003
120,10492
120,10389
120,10596
120,10783
120,10582
120,10603
120,10137
120,10024
120,10331
120,10415
120,10201
120,10657
120,10557
120,10766
120,10518
120,10226
120,10580
120,10468
120,10599
120,10605
120,10771
120,10295
120,10104
120,10564
120,10114
120,10599
120,10309
120,10772
120,10371
120,10580
124,10440
124,10724
124,10036
124,10541
124,10639
124,10146
124,10065
124,10006
124,10569
124,10484
124,10433
124,10142
124,10636
124,10063
124,10775
124,10572
124,10337
124,10529
124,10243
124,10743
124,10467
124,10152
124,10305
124,10483
124,10703
124,10257
124,10296
124,10201
124,10372
124,10718
124,10466
124,10707
124,10485
124,10265
124,10626
124,10176
124,10429
124,10455
124,10798
124,10538
124,10063
124,10451
124,10122
124,10293
125,10374
125,10656
125,10098
125,10345
125,10590
125,10060
125,10747
125,10668
125,10328
125,10297
125,10557
125,10407
125,10638
127,10407
127,10500
127,10221
127,10430
127,10219
127,10703
127,10695
127,10233
128,10389
128,10390
128,10301
128,10648
128,10137
128,10210
128,10325
128,10197
128,10376
128,10281
128,10204
128,10635
128,10323
128,10601
128,10145
128,10411
128,10605
128,10154
128,10703
128,10623
130,10558
130,10641
130,10288
130,10652
130,10337
130,10107
130,10579
130,10485
130,10117
130,10695
130,10211
130,10398
130,10729
130,10361
130,10357
130,10435
130,10610
130,10085
131,10113
131,10016
131,10094
131,10174
131,10755
131,10709
131,10466
131,10387
131,10035
131,10618
131,10533
131,10676
131,10518
131,10105
131,10035
131,10681
131,10632
131,10459
131,10713
131,10786
131,10698
131,10667
131,10739
131,10438
131,10655
131,10064
131,10781
131,10588
131,10377
131,10484
131,10413
131,10039
131,10783
131,10615
131,10009
131,10446
131,10629
131,10454
131,10027
131,10102
131,10462
131,10521
131,10239
131,10244
132,10324
132,10266
132,10093
132,10788
132,10482
132,10093
132,10254
132,10747
132,10713
132,10054
132,10684
135,10392
135,10184
135,10602
135,10450
135,10434
135,10625
135,10240
135,10665
135,10480
135,10016
135,10523
135,10024
135,10697
135,10224
135,10206
135,10453
136,10462
136,10698
136,10204
136,10661
136,10036
136,10735
136,10403
136,10252
136,10479
136,10340
137,10427
137,10324
137,10197
137,10603
137,10708
137,10516
137,10475
137,10602
137,10386
137,10463
137,10362
137,10536
137,10570
137,10217
137,10563
137,10184
137,10474
137,10540
137,10187
137,10003
137,10019
137,10561
137,10604
137,10193
137,10367
137,10790
137,10042
138,10630
138,10519
138,10180
138,10517
138,10358
138,10373
138,10645
138,10755
138,10190
138,10158
138,10427
138,10158
138,10166
138,10032
138,10351
138,10542
138,10692
138,10363
138,10753
138,10232
138,10086
138,10479
138,10390
138,10530
138,10607
138,10047
138,10413
138,10031
143,10474
143,10752
143,10197
143,10305
143,10142
143,10513
143,10413
143,10392
143,10787
143,10614
143,10128
143,10624
143,10522
143,10159
143,10489
143,10302
143,10248
143,10656
143,10322
143,10620
143,10410
143,10529
144,10397
144,10092
144,10794
144,10419
144,10121
144,10061
144,10048
144,10616
144,10661
144,10060
144,10551
144,10016
144,10121
144,10731
144,10753
144,10069
144,10242
144,10149
144,10300
144,10549
144,10011
144,10111
144,10453
144,10098
144,10323
144,10363
144,10221
144,10726
144,10773
144,10578
144,10120
144,10445
144,10689
144,10132
144,10243
144,10786
144,10031
144,10387
148,10449
148,10437
148,10368
148,10464
148,10477
148,10406
148,10768
148,10284
148,10269
148,10023
148,10778
148,10478
148,10242
152,10704
152,10587
152,10247
152,10078
152,10519
152,10648
152,10232
152,10166
152,10705
152,10264
152,10691
152,10431
152,10180
152,10092
152,10684
152,10484
152,10225
152,10117
152,10182
154,10768
154,10369
154,10536
154,10183
154,10526
154,10449
154,10297
154,10329
154,10719
154,10343
154,10566
154,10233
154,10058
154,10155
154,10534
154,10244
155,10451
155,10622
155,10393
155,10718
155,10368
155,10172
155,10438
155,10168
155,10175
155,10146
155,10500
155,10302
155,10684
155,10762
155,10610
155,10692
155,10435
155,10775
155,10342
155,10666
155,10604
155,10776
155,10699
155,10189
155,10016
155,10307
155,10774
155,10076
155,10735
155,10541
155,10309
155,10136
155,10298
156,10568
156,10727
156,10222
156,10433
156,10724
156,10656
156,10340
156,10751
156,10628
156,10166
156,10728
156,10767
156,10274
156,10143
156,10109
156,10675
156,10797
161,10248
161,10019
161,10247
161,10169
161,10649
161,10266
161,10722
161,10284
161,10666
161,10511
161,10217
161,10782
161,10483
161,10188
161,10528
161,10431
161,10421
161,10217
161,10290
161,10568
161,10515
161,10612
161,10722
161,10177
161,10295
161,10004
161,10188
161,10735
161,10225
161,10333
161,10528
161,10678
161,10204
161,10762
161,10573
161,10625
161,10512
161,10065
161,10004
161,10351
161,10486
161,10071
161,10611
161,10064
161,10327
161,10365
163,10732
163,10722
163,10475
163,10119
163,10474
163,10389
163,10645
163,10629
163,10377
163,10021
163,10509
164,10672
164,10172
164,10534
164,10045
164,10331
164,10716
164,10398
164,10076
164,10400
164,10178
164,10490
164,10665
164,10616
164,10643
164,10656
164,10019
164,10518
164,10435
164,10398
164,10589
164,10111
164,10257
164,10204
164,10268
164,10759
164,10383
164,10452
164,10034
164,10028
164,10235
164,10205
164,10104
164,10098
164,10354
164,10749
164,10300
164,10110
164,10633
164,10301
164,10546
164,10438
164,10459
164,10007
164,10155
164,10422
164,10184
167,10333
167,10186
167,10425
167,10380
167,10421
167,10591
167,10018
167,10210
167,10522
167,10247
167,10092
167,10405
167,10331
167,10471
167,10509
167,10150
167,10331
167,10008
167,10125
167,10567
167,10784
167,10166
167,10049
167,10707
167,10742
167,10701
167,10491
167,10691
167,10334
167,10261
167,10196
167,10726
167,10718
170,10509
170,10162
170,10116
170,10109
170,10008
170,10447
170,10239
170,10106
170,10794
170,10454
170,10594
170,10669
170,10619
170,10572
170,10699
170,10053
170,10547
170,10684
170,10571
170,10444
170,10291
170,10388
170,10728
170,10209
171,10462
171,10311
171,10269
171,10074
171,10376
171,10768
171,10369
171,10725
171,10353
174,10435
174,10200
174,10339
174,10534
174,10224
174,10469
174,10565
174,10216
174,10176
174,10583
174,10141
174,10422
174,10336
174,10750
174,10605
174,10451
174,10286
174,10435
174,10489
174,10495
174,10732
174,10309
174,10102
174,10286
174,10299
174,10698
174,10421
174,10432
174,10154
174,10548
174,10557
174,10257
174,10666
174,10198
174,10491
174,10775
174,10246
174,10702
174,10071
174,10571
175,10292
175,10323
175,10481
175,10216
175,10677
175,10425
175,10546
176,10624
176,10371
176,10399
176,10339
176,10783
176,10444
176,10598
176,10506
176,10310
176,10082
177,10329
177,10525
177,10619
177,10552
177,10596
177,10215
177,10576
177,10392
177,10434
177,10044
177,10097
177,10554
177,10322
177,10010
177,10796
177,10232
177,10344
177,10475
177,10664
177,10170
177,10730
177,10523
177,10402
177,10714
177,10337
177,10403
177,10034
177,10056
177,10603
177,10522
177,10323
177,10277
177,10491
177,10005
177,10344
177,10072
177,10571
177,10192
177,10553
178,10491
178,10208
178,10628
178,10211
178,10055
178,10657
178,10525
178,10245
178,10652
178,10753
178,10273
178,10295
178,10374
178,10168
178,10715
178,10178
178,10778
178,10619
178,10327
178,10088
178,10635
178,10713
178,10233
178,10348
178,10120
178,10399
178,10061
178,10401
178,10701
178,10631
178,10205
178,10320
178,10268
178,10798
178,10058
178,10675
178,10143
178,10777
178,10316
178,10613
178,10437
178,10604
178,10158
178,10497
178,10336
178,10716
178,10452
178,10362
179,10624
179,10538
179,10156
179,10088
179,10767
179,10522
179,10634
179,10225
179,10426
179,10004
179,10661
179,10485
179,10475
179,10662
179,10687
180,10755
180,10083
180,10658
180,10474
180,10154
180,10124
180,10381
180,10148
180,10312
180,10743
180,10132
180,10732
180,10398
180,10490
180,10401
180,10766
180,10456
180,10564
180,10200
180,10355
180,10447
180,10713
180,10210
180,10762
180,10726
180,10304
183,10645
183,10494
183,10303
183,10745
183,10527
183,10745
183,10072
183,10697
183,10088
183,10323
183,10023
183,10716
183,10764
183,10769
183,10299
183,10172
183,10027
183,10634
183,10730
183,10371
183,10642
183,10615
183,10039
183,10264
183,10455
183,10185
183,10775
183,10710
183,10189
183,10693
183,10236
183,10587
183,10426
183,10107
183,10323
183,10762
183,10352
183,10172
183,10494
183,10629
183,10457
183,10417
183,10379
183,10642
183,10209
183,10122
183,10788
183,10412
186,10234
186,10430
186,10014
186,10103
186,10324
186,10244
186,10127
186,10002
186,10091
189,10374
189,10343
189,10272
189,10180
189,10071
189,10287
189,10648
189,10731
189,10377
189,10664
189,10777
189,10632
189,10523
189,10546
189,10658
189,10110
189,10672
189,10542
189,10781
189,10191
189,10268
189,10627
189,10791
189,10636
189,10248
189,10303
189,10095
189,10148
189,10580
189,10195
189,10795
189,10536
189,10224
189,10098
189,10378
189,10439
189,10742
189,10773
189,10041
189,10116
189,10108
189,10363
189,10623
189,10621
189,10638
189,10358
189,10378
189,10248
192,10594
192,10062
192,10148
192,10277
192,10456
192,10681
192,10010
192,10568
194,10676
194,10758
194,10652
194,10217
194,10437
194,10622
194,10555
194,10743
194,10773
194,10490
194,10186
194,10298
194,10048
194,10761
194,10689
194,10718
194,10489
194,10275
194,10490
194,10501
194,10480
194,10151
194,10535
194,10610
194,10578
194,10127
194,10453
194,10316
194,10125
194,10121
194,10694
194,10380
195,10737
195,10293
195,10298
195,10343
195,10042
197,10090
197,10560
198,10405
198,10469
198,10633
198,10205
198,10100
198,10155
198,10411
198,10357
198,10535
198,10762
198,10333
198,10290
198,10165
198,10778
198,10261
198,10265
198,10635
198,10032
198,10731
198,10212
198,10416
198,10613
198,10627
198,10625
198,10330
198,10031
198,10543
198,10689
198,10129
198,10796
198,10462
198,10535
198,10356
198,10529
198,10595
198,10436
198,10030
198,10097
198,10515
198,10259
198,10317
198,10039
198,10192
198,10282
199,10482
199,10368
199,10522
199,10182
199,10354
199,10734
199,10182
199,10050
199,10318
199,10043
199,10518
199,10278
199,10434
199,10616
199,10336
199,10341
199,10448
199,10106
199,10403
199,10477
199,10029
199,10538
199,10794
199,10210
199,10385
199,10482
199,10667
199,10515
199,10196
199,10473
199,10429
199,10643
199,10299
202,10663
202,10142
202,10332
202,10599
202,10626
202,10213
202,10355
202,10103
202,10505
202,10163
202,10703
202,10560
202,10345
208,10574
208,10734
209,10532
209,10039
209,10309
209,10706
209,10126
209,10342
209,10400
209,10104
209,10076
209,10331
209,10200
209,10348
209,10617
209,10590
209,10428
209,10266
209,10683
209,10201
209,10174
209,10251
209,10356
209,10521
209,10534
209,10627
209,10167
209,10618
209,10485
209,10767
209,10413
209,10207
209,10356
209,10202
210,10129
210,10243
210,10787
210,10694
210,10494
210,10151
210,10158
210,10070
210,10218
210,10379
210,10303
210,10235
210,10122
210,10696
210,10108
210,10128
210,10451
212,10556
212,10444
212,10233
212,10278
212,10510
212,10283
212,10224
212,10025
216,10393
216,10348
216,10406
216,10176
216,10234
216,10196
216,10134
216,10721
216,10501
216,10191
216,10317
216,10512
216,10149
216,10582
216,10304
216,10482
216,10447
216,10309
216,10108
216,10527
216,10043
216,10374
216,10780
216,10759
216,10709
216,10670
216,10522
216,10602
216,10290
216,10229
216,10037
216,10309
216,10485
216,10515
216,10368
216,10444
216,10789
216,10034
216,10326
216,10244
216,10788
216,10797
216,10423
219,10470
219,10249
219,10485
219,10484
219,10522
219,10029
219,10579
219,10223
219,10771
219,10381
219,10559
219,10500
219,10675
219,10667
219,10308
219,10674
219,10612
220,10716
220,10372
220,10584
220,10568
220,10035
220,10343
220,10317
220,10666
220,10146
220,10270
220,10058
220,10049
220,10331
220,10701
220,10738
220,10354
220,10522
220,10356
220,10394
220,10495
220,10514
220,10479
220,10449
220,10714
220,10114
220,10576
220,10332
220,10640
220,10172
220,10041
220,10558
220,10260
220,10511
220,10747
220,10483
220,10125
220,10549
220,10609
220,10532
220,10023
220,10720
220,10036
220,10310
220,10141
220,10701
221,10074
221,10373
221,10441
221,10402
221,10625
221,10245
221,10664
221,10772
221,10585
221,10501
221,10388
221,10397
221,10574
221,10627
221,10164
221,10115
221,10382
221,10628
221,10328
221,10214
221,10774
221,10404
221,10111
221,10546
221,10118
221,10545
221,10184
221,10248
221,10586
221,10304
221,10258
221,10004
226,10736
226,10076
226,10122
226,10695
226,10062
226,10369
226,10473
226,10273
226,10395
226,10405
226,10765
226,10206
226,10694
226,10251
226,10409
226,10281
226,10438
226,10447
226,10330
226,10769
226,10046
226,10190
226,10270
226,10720
226,10397
226,10149
226,10129
226,10347
226,10167
226,10157
226,10059
226,10082
226,10692
226,10279
227,10426
227,10546
227,10154
227,10408
227,10116
227,10700
227,10019
227,10250
227,10526
227,10207
227,10632
227,10071
227,10340
227,10187
227,10066
227,10290
227,10061
227,10521
227,10000
227,10656
227,10671
227,10708
227,10016
227,10190
227,10309
227,10129
227,10588
227,10245
227,10794
227,10292
227,10092
227,10069
227,10590
227,10438
227,10143
227,10781
227,10777
227,10508
227,10024
